filename,width,height,class,xmin,ymin,xmax,ymax
62b43520ef6d262b43520ef6db_frame23_jpg.rf.c66912828a3d8878888d977c51b2e320.jpg,640,640,Metal,110,158,356,343
62b43520ef6d262b43520ef6db_frame23_jpg.rf.c66912828a3d8878888d977c51b2e320.jpg,640,640,Bin,328,62,513,105
62b43520ef6d262b43520ef6db_frame23_jpg.rf.c66912828a3d8878888d977c51b2e320.jpg,640,640,Bin,2,16,113,285
62b43520ef6d262b43520ef6db_frame23_jpg.rf.c66912828a3d8878888d977c51b2e320.jpg,640,640,Bin,98,0,609,428
62d17d37433c662d17d37433c9_frame14_jpg.rf.ca64f54aa481cf15ebd33d7f0e954bb8.jpg,640,640,Glass,55,58,185,162
62d17d37433c662d17d37433c9_frame14_jpg.rf.ca64f54aa481cf15ebd33d7f0e954bb8.jpg,640,640,Glass,213,112,511,290
62a83b642181862a83b6421821_frame55_jpg.rf.ca6ad845757bc67c070052153c50f687.jpg,640,640,Plastic,20,186,452,364
62d66e7807ebd62d66e7807ec6_frame26_jpg.rf.c81bcf87ddb3a2a0e6a62f40b332cd9b.jpg,640,640,Plastic,368,232,584,418
62ac4db2bf9d062ac4db2bf9d9_frame21_jpg.rf.c747053a59620181aed092b7baf619b5.jpg,640,640,Metal,285,196,540,357
62ac4db2bf9d062ac4db2bf9d9_frame21_jpg.rf.c747053a59620181aed092b7baf619b5.jpg,640,640,Bin,104,236,623,560
62ddcec059ddb62ddcec059de2_frame8_jpg.rf.ca1c46542d1bfeb17e304d5d040d9db0.jpg,640,640,Plastic,179,220,613,368
62b5c68b8a86362b5c68b8a867_frame17_jpg.rf.c5bb5572f3e396ecd0ced8b71a282005.jpg,640,640,Metal,301,285,467,495
62b5c68b8a86362b5c68b8a867_frame17_jpg.rf.c5bb5572f3e396ecd0ced8b71a282005.jpg,640,640,Bin,83,116,639,630
6308837225e8e6308837225e9e_frame47_jpg.rf.c7253a5e9a986770c008921f5994d75b.jpg,640,640,Plastic,277,264,484,451
630b5b82e02ff630b5b82e0311_frame74_jpg.rf.cabcdba8da2a384c6de110a642ff6665.jpg,640,640,Glass,283,381,365,481
62ac4db2bf9d062ac4db2bf9d9_frame19_jpg.rf.c86e6915fcb3db6fc077f3c53604a3ba.jpg,640,640,Metal,276,156,572,330
62ac4db2bf9d062ac4db2bf9d9_frame19_jpg.rf.c86e6915fcb3db6fc077f3c53604a3ba.jpg,640,640,Bin,160,255,632,559
62ab2cba6d6fa62ab2cba6d701_frame22_jpg.rf.c83392a111f3d68b9a10d051182771fa.jpg,640,640,Plastic,89,339,321,453
62bc37a7e064462bc37a7e064a_frame4_jpg.rf.ca3ed52b26b5860e9c3904f63ac85e53.jpg,640,640,Metal,363,270,539,372
62bc37a7e064462bc37a7e064a_frame4_jpg.rf.ca3ed52b26b5860e9c3904f63ac85e53.jpg,640,640,Bin,240,165,624,476
62a3371f42f9562a3371f42f9c_frame119_jpg.rf.cadaea528963d119cd084f2df0b8eccf.jpg,640,640,Bin,0,200,519,548
630b5b82e02ff630b5b82e0311_frame26_jpg.rf.c7e5bd36962a9d5a8eef74772bd58c25.jpg,640,640,Glass,97,240,360,344
62f4b2c38731e62f4b2c387327_frame28_jpg.rf.c9f269771e0f084a59322b94ed78726a.jpg,640,640,Metal,257,113,623,440
62f4b2c38731e62f4b2c387327_frame28_jpg.rf.c9f269771e0f084a59322b94ed78726a.jpg,640,640,Bin,2,135,640,640
638dd39c36f99638dd39c36fa0_frame2_jpg.rf.caeff286b6b9b81858d6aeb6de3c0f4e.jpg,640,640,Metal,180,300,324,371
638dd39c36f99638dd39c36fa0_frame2_jpg.rf.caeff286b6b9b81858d6aeb6de3c0f4e.jpg,640,640,Bin,1,108,610,632
63175eb17be1e63175eb17be24_frame54_jpg.rf.c8a702a4c2a46cd52c49a68bcd5150fd.jpg,640,640,Plastic,316,311,572,591
6308837225e8e6308837225e9e_frame60_jpg.rf.cb3f93a320b2a5a3c54601ca464ae050.jpg,640,640,Plastic,127,307,249,474
63296790d49f963296790d4a02_frame29_jpg.rf.cbe0f040c23627f20e05f01e3f7b2cf9.jpg,640,640,Glass,75,212,413,400
63296790d49f963296790d4a02_frame14_jpg.rf.cb3394da7052ed0bd110ae0ea92d3d62.jpg,640,640,Glass,237,259,639,490
62c5233f597e562c5233f597fb_frame47_jpg.rf.cbe4811e0ca2abb9672cb971828e9274.jpg,640,640,Glass,0,65,319,420
62c5233f597e562c5233f597fb_frame47_jpg.rf.cbe4811e0ca2abb9672cb971828e9274.jpg,640,640,Bin,0,0,239,104
62c5233f597e562c5233f597fb_frame47_jpg.rf.cbe4811e0ca2abb9672cb971828e9274.jpg,640,640,Bin,132,32,605,399
62b43520ef6d262b43520ef6db_frame10_jpg.rf.cb74555469e5935262407e33a9298f6e.jpg,640,640,Metal,30,201,367,427
62b43520ef6d262b43520ef6db_frame10_jpg.rf.cb74555469e5935262407e33a9298f6e.jpg,640,640,Bin,36,29,97,240
62b43520ef6d262b43520ef6db_frame10_jpg.rf.cb74555469e5935262407e33a9298f6e.jpg,640,640,Bin,39,360,232,439
62b43520ef6d262b43520ef6db_frame10_jpg.rf.cb74555469e5935262407e33a9298f6e.jpg,640,640,Bin,83,0,638,425
6308837225e8e6308837225e9e_frame97_jpg.rf.cbf3445e37cc82835278da618cffa8d5.jpg,640,640,Plastic,245,314,419,415
636243361b3fb636243361b404_frame23_jpg.rf.cbb5bca273944b3626ec181966a2bde6.jpg,640,640,Glass,1,65,336,508
631a5b3ada962631a5b3ada968_frame75_jpg.rf.cc428e16d584b57b0719e3a05e011a65.jpg,640,640,Metal,3,405,376,640
631a5b3ada962631a5b3ada968_frame75_jpg.rf.cc428e16d584b57b0719e3a05e011a65.jpg,640,640,Bin,2,0,640,640
63a02dac1a45263a02dac1a456_frame11_jpg.rf.cc269b1181ce5ebf886b098fa8a24160.jpg,640,640,Metal,268,263,639,507
63a02dac1a45263a02dac1a456_frame11_jpg.rf.cc269b1181ce5ebf886b098fa8a24160.jpg,640,640,Bin,76,129,632,515
62d7fd17e247362d7fd17e2478_frame14_jpg.rf.cc31832aba85a3ae00df8943e3d577e0.jpg,640,640,Glass,321,324,636,608
633f00fd78f63633f00fd78f79_frame18_jpg.rf.cc4c51dc8cce1109888aecfd688bd34e.jpg,640,640,Metal,0,153,217,249
633f00fd78f63633f00fd78f79_frame18_jpg.rf.cc4c51dc8cce1109888aecfd688bd34e.jpg,640,640,Bin,0,99,640,438
62a83b642181862a83b6421821_frame60_jpg.rf.cc928a22d353bb880ff360eb18ca07c9.jpg,640,640,Plastic,0,152,415,355
62c5233f597e562c5233f597fb_frame28_jpg.rf.cc889f4128da11e803e81cf73f694d91.jpg,640,640,Glass,415,57,639,249
62c5233f597e562c5233f597fb_frame28_jpg.rf.cc889f4128da11e803e81cf73f694d91.jpg,640,640,Glass,381,244,637,450
62c5233f597e562c5233f597fb_frame28_jpg.rf.cc889f4128da11e803e81cf73f694d91.jpg,640,640,Bin,1,0,405,366
62d7fda9a83a962d7fda9a83b1_frame9_jpg.rf.cd10f5f6ddd23c2dc94a87c13d2a8e78.jpg,640,640,Glass,124,219,323,474
633f00fd78f63633f00fd78f79_mp4-0_jpg.rf.ced59705fa9e8f6a7328ffde4a4fd51c.jpg,640,640,Other,0,86,347,181
62b56f813962262b56f8139627_frame3_jpg.rf.cca2323e179815adad84c4274bf8a9dc.jpg,640,640,Plastic,276,324,368,384
630b5b82e02ff630b5b82e0311_frame72_jpg.rf.ccbcfd4d066eaaf7c66b1c809384ef1b.jpg,640,640,Glass,277,364,391,483
62b453cf8b89762b453cf8b89d_frame46_jpg.rf.ca7b9eab02d8221140426036e9541906.jpg,640,640,Metal,143,238,261,330
62b453cf8b89762b453cf8b89d_frame46_jpg.rf.ca7b9eab02d8221140426036e9541906.jpg,640,640,Bin,3,0,640,486
62b453cf8b89762b453cf8b89d_frame46_jpg.rf.ca7b9eab02d8221140426036e9541906.jpg,640,640,Metal,56,265,136,310
62b453cf8b89762b453cf8b89d_frame46_jpg.rf.ca7b9eab02d8221140426036e9541906.jpg,640,640,Metal,116,291,264,380
636243361b3fb636243361b404_frame18_jpg.rf.cdcf0984ab7cf8fd55c9c8c4cdea697e.jpg,640,640,Glass,301,65,640,519
6345580c0b3426345580c0b354_frame32_jpg.rf.cc9d5d508fe7099cfb0972c47c3e1a6f.jpg,640,640,Metal,39,471,355,635
6345580c0b3426345580c0b354_frame32_jpg.rf.cc9d5d508fe7099cfb0972c47c3e1a6f.jpg,640,640,Bin,1,284,581,640
62c5233f597e562c5233f597fb_frame42_jpg.rf.cbd90cdf696ca7473f5bbc4006ce377d.jpg,640,640,Glass,1,69,320,454
636243361b3fb636243361b404_frame68_jpg.rf.cc9c1c79a0ca1711603d3e608ad0aa13.jpg,640,640,Glass,409,278,464,310
636243361b3fb636243361b404_frame68_jpg.rf.cc9c1c79a0ca1711603d3e608ad0aa13.jpg,640,640,Glass,325,303,433,353
636243361b3fb636243361b404_frame68_jpg.rf.cc9c1c79a0ca1711603d3e608ad0aa13.jpg,640,640,Glass,272,333,406,439
6314929e863ee6314929e863f4_frame18_jpg.rf.cca72da1b43337cbcc1995ad8c04bd99.jpg,640,640,Plastic,191,121,291,249
62b5c68b8a86362b5c68b8a867_frame31_jpg.rf.cd1f8e66a28c9941be882bb6b0213e72.jpg,640,640,Metal,332,342,397,393
62b5c68b8a86362b5c68b8a867_frame31_jpg.rf.cd1f8e66a28c9941be882bb6b0213e72.jpg,640,640,Bin,80,100,639,608
62b0acf7591de62b0acf7591e7_frame30_jpg.rf.ceb3a8502b736777cf7bed6b28b17f34.jpg,640,640,Metal,219,370,309,436
62b0acf7591de62b0acf7591e7_frame30_jpg.rf.ceb3a8502b736777cf7bed6b28b17f34.jpg,640,640,Bin,4,231,532,625
62b3110043a4362b3110043a49_frame17_jpg.rf.cd92131bd25cb09d270b224e57c280a2.jpg,640,640,Metal,196,224,340,320
62b3110043a4362b3110043a49_frame17_jpg.rf.cd92131bd25cb09d270b224e57c280a2.jpg,640,640,Bin,1,106,537,502
62b308b0205ab62b308b0205b3_frame29_jpg.rf.ce80f4e77501609b981a53a2c69358ea.jpg,640,640,Metal,233,367,297,412
630b5b82e02ff630b5b82e0311_frame39_jpg.rf.cef1a94274e426f255b268e936dfb6e8.jpg,640,640,Glass,256,246,403,289
630b5b82e02ff630b5b82e0311_frame39_jpg.rf.cef1a94274e426f255b268e936dfb6e8.jpg,640,640,Glass,243,279,473,640
631f2b2a82d51631f2b2a82d57_frame18_jpg.rf.cf58f0df603ceee506dc8b4650c3f9f2.jpg,640,640,Glass,129,25,392,304
62bc6172ebedd62bc6172ebee0_frame44_jpg.rf.cc81bf0a5d3540dde5e31d94d4cfe3f8.jpg,640,640,Metal,257,327,532,461
62bc6172ebedd62bc6172ebee0_frame44_jpg.rf.cc81bf0a5d3540dde5e31d94d4cfe3f8.jpg,640,640,Bin,1,268,639,640
62bc37a7e064462bc37a7e064a_frame21_jpg.rf.ceb028882fac659d54a76b77c4de0b28.jpg,640,640,Other,0,0,528,4
630b5b82e02ff630b5b82e0311_frame29_jpg.rf.cfb8e6a822b8ebca2cc8f7129b40e3f4.jpg,640,640,Glass,239,258,493,391
630b5b82e02ff630b5b82e0311_frame29_jpg.rf.cfb8e6a822b8ebca2cc8f7129b40e3f4.jpg,640,640,Glass,239,258,495,390
630b5b82e02ff630b5b82e0311_frame29_jpg.rf.cfb8e6a822b8ebca2cc8f7129b40e3f4.jpg,640,640,Glass,292,440,497,640
62b43520ef6d262b43520ef6db_frame6_jpg.rf.ce9ee7cd364547a46b2a55bb77826568.jpg,640,640,Metal,268,216,639,460
62b43520ef6d262b43520ef6db_frame6_jpg.rf.ce9ee7cd364547a46b2a55bb77826568.jpg,640,640,Bin,517,62,573,215
62b43520ef6d262b43520ef6db_frame6_jpg.rf.ce9ee7cd364547a46b2a55bb77826568.jpg,640,640,Bin,2,0,442,415
63175eb17be1e63175eb17be24_frame53_jpg.rf.cf82a2621ba2de4980a8692b502e0577.jpg,640,640,Plastic,307,315,565,640
62b5c68b8a86362b5c68b8a867_frame10_jpg.rf.d0b956ed9d81430cb58c7057e070a03f.jpg,640,640,Metal,312,276,639,603
62b5c68b8a86362b5c68b8a867_frame10_jpg.rf.d0b956ed9d81430cb58c7057e070a03f.jpg,640,640,Bin,87,128,639,618
62bc37a7e064462bc37a7e064a_frame15_jpg.rf.d064e647a15b8e1eb0e034a262b6bc4f.jpg,640,640,Metal,108,263,272,363
62bc37a7e064462bc37a7e064a_frame15_jpg.rf.d064e647a15b8e1eb0e034a262b6bc4f.jpg,640,640,Bin,53,176,640,514
62bc37a7e064462bc37a7e064a_frame15_jpg.rf.d064e647a15b8e1eb0e034a262b6bc4f.jpg,640,640,Bin,51,174,640,513
62b0acf7591de62b0acf7591e7_frame21_jpg.rf.cff92155487eb59f2fdf7e339c74027d.jpg,640,640,Metal,328,178,424,259
62d7fd17e247362d7fd17e2478_frame10_jpg.rf.d11b84f30298b279efded17b5553dce7.jpg,640,640,Glass,343,417,640,640
636243361b3fb636243361b404_frame70_jpg.rf.d0b04a9fc3c4b3886bfcd7d1a2243faf.jpg,640,640,Glass,240,390,283,433
636243361b3fb636243361b404_frame70_jpg.rf.d0b04a9fc3c4b3886bfcd7d1a2243faf.jpg,640,640,Glass,181,285,239,320
636243361b3fb636243361b404_frame70_jpg.rf.d0b04a9fc3c4b3886bfcd7d1a2243faf.jpg,640,640,Glass,213,317,365,394
6308837225e8e6308837225e9e_frame54_jpg.rf.d14185e2925bf0f1b862ee20f52dbe34.jpg,640,640,Plastic,329,283,495,471
62d7f647113d262d7f647113d9_frame31_jpg.rf.d1240aed491b61ac2bd36ab618373711.jpg,640,640,Glass,329,0,640,620
